lemma (V),sentence,dobj,dobj index
watch,"My favorite home movies episode has always been the summer camp one ('i've also been wetting my pants at a fairly regular basis.'), and i watched it this morning, and i recognized two familar voices that i hadn't noticed before.",it,33
watch,I need to watch more peter sarsgaard.,sarsgaard,6
watch,"hah im watching 'outback jack' which is helarious, its like the simple life times ten.",jack,6
watch,watching the simple life 2.,life,3
watch,"We hung around, watched several moooovies, (a lot of movies.) sat on the porch, and eric and luc and dylan came over to her house.",moooovies,6
watch,im watching 'much in the stars' and thinking about horoscopes and star signs and stuff.,much,4
watch,im watching grease presently.,grease,3
watch,6 watch 5 pants/skirt/sometimes shorts 4 shirt 3 silver bracelets(3 of them) 2 hair elastic 1 toothbrush bracelet,skirt,5
watch,um i guess i ate and watched tv.,tv,7
watch,"tonight we are watching 'the butterfly effect' and 'not another teen movie', which should be fun.",effect,7
watch,right now i'm watching 'newlyweds',newlyweds,6
watch,and i just watched 'the simple life'...,life,7
watch,"and i'm watching the tour de france (tour de lance, really...",france,7
watch,"we then watched moonstruck for 5 minutes, goldmemeber (which we also watched yesterday) for about 15 minutes, and the entire thing of american wedding (for the billionth time... like austin powers it never gets old.",moonstruck,3
watch,"we then watched moonstruck for 5 minutes, goldmemeber (which we also watched yesterday) for about 15 minutes, and the entire thing of american wedding (for the billionth time... like austin powers it never gets old.",which,10
watch,heh heh heh...  then at like 7 we went to riverside park and watched the fireworks.,fireworks,17
watch,"Andrew and cory came and watched the fireworks with us and we saw tons of other people we know, like anne marie and jerica!",fireworks,7
watch,im watching the simple life... a rerun.,life,5
watch,"Btw, i just came back to watch soccer at the hougang stadium.",soccer,8
watch,I went to watch the match mainly to watch young lions play.,match,5
watch,"While watching the match, i wondered if ilhan will grow up to be a good soccer player.",match,3
watch,"I think i am less of a man because of this, and i need to get tough and go rent all 17 rocky movies and watch them straight thru.",them,27
watch,Would you rather watch the last half of rain man or all of deep blue sea?,half,6
watch,"I burned the hair off my legs in a friend of mine's grandmother's garage when i was in 6th grade, i've had more fuse burns than i can count, i've been engulfed in waaaay too many fireballs, and i can sit for hours watching a fire dance on a pile of logs.",dance,53
watch,You can watch webcasts of actual funerals at that site.,webcasts,3
watch,"It's so you can watch your grandma's funeral while still being a pathetic shut-in who lives in the glow of a computer screen, just like me.",funeral,9
watch,"So, i'm watching the superbowl, and i see like 3 or 4 ads from some group whose goal is apparently to make sure you never take another drag off another cigarette, ever.",superbowl,6
watch,"I don't really watch that much tv, and i can't exactly buy one, since they run about 25 grand",tv,7
watch,"I watch the superbowl for the commercials, i have no interest whatsoever in all the football playing that surrounds them.",superbowl,3
watch,I watched tv all day today.,tv,2
watch,"All the political ads are aimed at people just like me, but i don't watch them.",them,17
watch,So i just watched spider-man 2.,man,6
watch,"Well, i watched spiderman 2, but i'm still using the hyphen so fuck you.",spiderman,4
watch,"In english, we finished watching gatsby, outlined ernest hemingway's biography, and got a new book written by him to read for tonight.",gatsby,6
watch,"We originally planned to watch fahrenheit 9/11 at hoyts portsmouth, but the movie/ documentary  was rated r. too bad none of us were 17, or else we could have went in.",11-Sep,6
watch,Before we could do anything else we decided to go watch harry potter 3 with nick and kate.,potter,12
watch,I'm questioning my motives for having watched this horror.,horror,9
watch,"Watching this clip, when i wasn't almost puking or in shock, i was thinking how animal-like they were.",clip,2
watch,"That’s part of the reason, i think, but i’m treating that and watching my diet carefully.",diet,18
watch,"There are some serious boundary issues between brenda and her mom, and the only way they will ever be resolved is for brenda to hold her mother by the ankles and dangle her over the balcony of mom’s snooty rich people condo and tell her that if she ever says anything disrespectful to her again, she will drop her to the concrete below and watch her head splatter like an overripe watermelon.",splatter,70
watch,Do i need to slide down the evolutionary ladder and start watching reality tv on fox?,tv,13
watch,"It’s kinda like watching the ticker on cnn headline news, but from your computer.",ticker,6
watch,so iya and i were on the phone tonight watching the beginning of the show.,beginning,11
watch,has anyone ever watched  much ado about nothing ?,ado,6
watch,i don't think i could read the play and have the same kind of understanding as i do when i can watch it.,it,23
watch,"anyhow, if you ever have a chance to watch it (or you can borrow it from me =p cuz i have the dvd)",it,10
watch,so it's called much ado about nothing and the first time i watched it i couldn't figure out why they would call it that.,it,14
watch,"so i hop into class, watching the 'cool kids' standing right by the platform, kissing ass to our instructor james, and i know what they're thinking as they stare at the not-so-fit people in the class: i am so what these people should strive to be.",standing,12
watch,"i had some brunch (cuz it was 11:15 or something by the time i finally went downstairs), watched mib ii all the way thru (it was on hbo), talked to my aunts who came over, played with some pictures on the computer, took a shower...and then went back downstairs to do more nothing.",ii,22
watch,actually i watched something on the travel channel that made me sad...the countdown of hawaii's most beautiful beaches!,something,3
watch,actually i watched something on the travel channel that made me sad...the countdown of hawaii's most beautiful beaches!,countdown,14
